#Airfoil 
#Group 	 Point 	 x_coord 	 y_coord 	 z_coord 
12 	 12 	 3.326531 	 4.000000 	 0.000000
12 	 13 	 3.265306 	 4.000000 	 0.000000
12 	 14 	 3.204082 	 4.000000 	 0.000000
12 	 15 	 3.142857 	 4.000000 	 0.000000
12 	 16 	 3.081633 	 4.000000 	 0.000000
12 	 17 	 3.020408 	 4.000000 	 0.000000
12 	 18 	 2.959184 	 4.000000 	 0.000000
12 	 19 	 2.897959 	 4.000000 	 0.000000
12 	 20 	 2.836735 	 4.000000 	 0.000000
12 	 21 	 2.775510 	 4.000000 	 0.000000
12 	 22 	 2.714286 	 4.000000 	 0.000000
12 	 23 	 2.653061 	 4.000000 	 0.000000
12 	 24 	 2.591837 	 4.000000 	 0.000000
12 	 25 	 2.530612 	 4.000000 	 0.000000
12 	 26 	 2.469388 	 4.000000 	 0.000000
12 	 27 	 2.408163 	 4.000000 	 0.000000
12 	 28 	 2.346939 	 4.000000 	 0.000000
12 	 29 	 2.285714 	 4.000000 	 0.000000
12 	 30 	 2.224490 	 4.000000 	 0.000000
12 	 31 	 2.163265 	 4.000000 	 0.000000
12 	 32 	 2.102041 	 4.000000 	 0.000000
12 	 33 	 2.040816 	 4.000000 	 0.000000
12 	 34 	 1.979592 	 4.000000 	 0.000000
12 	 35 	 1.918367 	 4.000000 	 0.000000
12 	 36 	 1.857143 	 4.000000 	 0.000000
12 	 37 	 1.795918 	 4.000000 	 0.000000
12 	 38 	 1.734694 	 4.000000 	 0.000000
12 	 39 	 1.673469 	 4.000000 	 0.000000
12 	 40 	 1.612245 	 4.000000 	 0.000000
12 	 41 	 1.551020 	 4.000000 	 0.000000
12 	 42 	 1.489796 	 4.000000 	 0.000000
12 	 43 	 1.428571 	 4.000000 	 0.000000
12 	 44 	 1.367347 	 4.000000 	 0.000000
12 	 45 	 1.306122 	 4.000000 	 0.000000
12 	 46 	 1.244898 	 4.000000 	 0.000000
12 	 47 	 1.183673 	 4.000000 	 0.000000
12 	 48 	 1.122449 	 4.000000 	 0.000000
12 	 49 	 1.061224 	 4.000000 	 0.000000
12 	 50 	 1.000000 	 4.000000 	 0.000000
13 	 1 	 4.000000 	 -4.000000 	 0.000000
13 	 2 	 3.938776 	 -4.000000 	 0.000000
13 	 3 	 3.877551 	 -4.000000 	 0.000000
13 	 4 	 3.816327 	 -4.000000 	 0.000000
13 	 5 	 3.755102 	 -4.000000 	 0.000000
13 	 6 	 3.693878 	 -4.000000 	 0.000000
13 	 7 	 3.632653 	 -4.000000 	 0.000000
13 	 8 	 3.571429 	 -4.000000 	 0.000000
13 	 9 	 3.510204 	 -4.000000 	 0.000000
13 	 10 	 3.448980 	 -4.000000 	 0.000000
13 	 11 	 3.387755 	 -4.000000 	 0.000000
13 	 12 	 3.326531 	 -4.000000 	 0.000000
13 	 13 	 3.265306 	 -4.000000 	 0.000000
13 	 14 	 3.204082 	 -4.000000 	 0.000000
13 	 15 	 3.142857 	 -4.000000 	 0.000000
13 	 16 	 3.081633 	 -4.000000 	 0.000000
13 	 17 	 3.020408 	 -4.000000 	 0.000000
13 	 18 	 2.959184 	 -4.000000 	 0.000000
13 	 19 	 2.897959 	 -4.000000 	 0.000000
13 	 20 	 2.836735 	 -4.000000 	 0.000000
13 	 21 	 2.775510 	 -4.000000 	 0.000000
13 	 22 	 2.714286 	 -4.000000 	 0.000000
13 	 23 	 2.653061 	 -4.000000 	 0.000000
13 	 24 	 2.591837 	 -4.000000 	 0.000000
13 	 25 	 2.530612 	 -4.000000 	 0.000000
13 	 26 	 2.469388 	 -4.000000 	 0.000000
13 	 27 	 2.408163 	 -4.000000 	 0.000000
13 	 28 	 2.346939 	 -4.000000 	 0.000000
13 	 29 	 2.285714 	 -4.000000 	 0.000000
13 	 30 	 2.224490 	 -4.000000 	 0.000000
13 	 31 	 2.163265 	 -4.000000 	 0.000000
13 	 32 	 2.102041 	 -4.000000 	 0.000000
13 	 33 	 2.040816 	 -4.000000 	 0.000000
13 	 34 	 1.979592 	 -4.000000 	 0.000000
13 	 35 	 1.918367 	 -4.000000 	 0.000000
13 	 36 	 1.857143 	 -4.000000 	 0.000000
13 	 37 	 1.795918 	 -4.000000 	 0.000000
13 	 38 	 1.734694 	 -4.000000 	 0.000000
13 	 39 	 1.673469 	 -4.000000 	 0.000000
13 	 40 	 1.612245 	 -4.000000 	 0.000000
13 	 41 	 1.551020 	 -4.000000 	 0.000000
13 	 42 	 1.489796 	 -4.000000 	 0.000000
13 	 43 	 1.428571 	 -4.000000 	 0.000000
13 	 44 	 1.367347 	 -4.000000 	 0.000000
13 	 45 	 1.306122 	 -4.000000 	 0.000000
13 	 46 	 1.244898 	 -4.000000 	 0.000000
13 	 47 	 1.183673 	 -4.000000 	 0.000000
13 	 48 	 1.122449 	 -4.000000 	 0.000000
13 	 49 	 1.061224 	 -4.000000 	 0.000000
13 	 50 	 1.000000 	 -4.000000 	 0.000000
14 	 1 	 -4.000000 	 -4.000000 	 0.000000
14 	 2 	 -4.000000 	 -3.836735 	 0.000000
14 	 3 	 -4.000000 	 -3.673469 	 0.000000
14 	 4 	 -4.000000 	 -3.510204 	 0.000000
14 	 5 	 -4.000000 	 -3.346939 	 0.000000
14 	 6 	 -4.000000 	 -3.183673 	 0.000000
14 	 7 	 -4.000000 	 -3.020408 	 0.000000
14 	 8 	 -4.000000 	 -2.857143 	 0.000000
14 	 9 	 -4.000000 	 -2.693878 	 0.000000
14 	 10 	 -4.000000 	 -2.530612 	 0.000000
14 	 11 	 -4.000000 	 -2.367347 	 0.000000
14 	 12 	 -4.000000 	 -2.204082 	 0.000000
14 	 13 	 -4.000000 	 -2.040816 	 0.000000
14 	 14 	 -4.000000 	 -1.877551 	 0.000000
14 	 15 	 -4.000000 	 -1.714286 	 0.000000
14 	 16 	 -4.000000 	 -1.551020 	 0.000000
14 	 17 	 -4.000000 	 -1.387755 	 0.000000
14 	 18 	 -4.000000 	 -1.224490 	 0.000000
14 	 19 	 -4.000000 	 -1.061224 	 0.000000
14 	 20 	 -4.000000 	 -0.897959 	 0.000000
14 	 21 	 -4.000000 	 -0.734694 	 0.000000
14 	 22 	 -4.000000 	 -0.571429 	 0.000000
14 	 23 	 -4.000000 	 -0.408163 	 0.000000
14 	 24 	 -4.000000 	 -0.244898 	 0.000000
14 	 25 	 -4.000000 	 -0.081633 	 0.000000
14 	 26 	 -4.000000 	 0.081633 	 0.000000
14 	 27 	 -4.000000 	 0.244898 	 0.000000
14 	 28 	 -4.000000 	 0.408163 	 0.000000
14 	 29 	 -4.000000 	 0.571429 	 0.000000
14 	 30 	 -4.000000 	 0.734694 	 0.000000
14 	 31 	 -4.000000 	 0.897959 	 0.000000
14 	 32 	 -4.000000 	 1.061224 	 0.000000
14 	 33 	 -4.000000 	 1.224490 	 0.000000
14 	 34 	 -4.000000 	 1.387755 	 0.000000
14 	 35 	 -4.000000 	 1.551020 	 0.000000
14 	 36 	 -4.000000 	 1.714286 	 0.000000
14 	 37 	 -4.000000 	 1.877551 	 0.000000
14 	 38 	 -4.000000 	 2.040816 	 0.000000
14 	 39 	 -4.000000 	 2.204082 	 0.000000
14 	 40 	 -4.000000 	 2.367347 	 0.000000
14 	 41 	 -4.000000 	 2.530612 	 0.000000
14 	 42 	 -4.000000 	 2.693878 	 0.000000
14 	 43 	 -4.000000 	 2.857143 	 0.000000
14 	 44 	 -4.000000 	 3.020408 	 0.000000
14 	 45 	 -4.000000 	 3.183673 	 0.000000
14 	 46 	 -4.000000 	 3.346939 	 0.000000
14 	 47 	 -4.000000 	 3.510204 	 0.000000
14 	 48 	 -4.000000 	 3.673469 	 0.000000
14 	 49 	 -4.000000 	 3.836735 	 0.000000
14 	 50 	 -4.000000 	 4.000000 	 0.000000
15 	 1 	 4.000000 	 -4.000000 	 0.000000
15 	 2 	 4.000000 	 -3.836735 	 0.000000
15 	 3 	 4.000000 	 -3.673469 	 0.000000
15 	 4 	 4.000000 	 -3.510204 	 0.000000
15 	 5 	 4.000000 	 -3.346939 	 0.000000
15 	 6 	 4.000000 	 -3.183673 	 0.000000
15 	 7 	 4.000000 	 -3.020408 	 0.000000
15 	 8 	 4.000000 	 -2.857143 	 0.000000
15 	 9 	 4.000000 	 -2.693878 	 0.000000
15 	 10 	 4.000000 	 -2.530612 	 0.000000
15 	 11 	 4.000000 	 -2.367347 	 0.000000
15 	 12 	 4.000000 	 -2.204082 	 0.000000
15 	 13 	 4.000000 	 -2.040816 	 0.000000
15 	 14 	 4.000000 	 -1.877551 	 0.000000
15 	 15 	 4.000000 	 -1.714286 	 0.000000
15 	 16 	 4.000000 	 -1.551020 	 0.000000
15 	 17 	 4.000000 	 -1.387755 	 0.000000
15 	 18 	 4.000000 	 -1.224490 	 0.000000
15 	 19 	 4.000000 	 -1.061224 	 0.000000
15 	 20 	 4.000000 	 -0.897959 	 0.000000
15 	 21 	 4.000000 	 -0.734694 	 0.000000
15 	 22 	 4.000000 	 -0.571429 	 0.000000
15 	 23 	 4.000000 	 -0.408163 	 0.000000
15 	 24 	 4.000000 	 -0.244898 	 0.000000
15 	 25 	 4.000000 	 -0.081633 	 0.000000
15 	 26 	 4.000000 	 0.081633 	 0.000000
15 	 27 	 4.000000 	 0.244898 	 0.000000
15 	 28 	 4.000000 	 0.408163 	 0.000000
15 	 29 	 4.000000 	 0.571429 	 0.000000
15 	 30 	 4.000000 	 0.734694 	 0.000000
15 	 31 	 4.000000 	 0.897959 	 0.000000
15 	 32 	 4.000000 	 1.061224 	 0.000000
15 	 33 	 4.000000 	 1.224490 	 0.000000
15 	 34 	 4.000000 	 1.387755 	 0.000000
15 	 35 	 4.000000 	 1.551020 	 0.000000
15 	 36 	 4.000000 	 1.714286 	 0.000000
15 	 37 	 4.000000 	 1.877551 	 0.000000
15 	 38 	 4.000000 	 2.040816 	 0.000000
15 	 39 	 4.000000 	 2.204082 	 0.000000
15 	 40 	 4.000000 	 2.367347 	 0.000000
15 	 41 	 4.000000 	 2.530612 	 0.000000
15 	 42 	 4.000000 	 2.693878 	 0.000000
15 	 43 	 4.000000 	 2.857143 	 0.000000
15 	 44 	 4.000000 	 3.020408 	 0.000000
15 	 45 	 4.000000 	 3.183673 	 0.000000
15 	 46 	 4.000000 	 3.346939 	 0.000000
15 	 47 	 4.000000 	 3.510204 	 0.000000
15 	 48 	 4.000000 	 3.673469 	 0.000000
15 	 49 	 4.000000 	 3.836735 	 0.000000
15 	 50 	 4.000000 	 4.000000 	 0.000000
16 	 1 	 -2.000000 	 0.000000 	 0.000000
16 	 2 	 -2.040816 	 0.000000 	 0.000000
16 	 3 	 -2.081633 	 0.000000 	 0.000000
16 	 4 	 -2.122449 	 0.000000 	 0.000000
16 	 5 	 -2.163265 	 0.000000 	 0.000000
16 	 6 	 -2.204082 	 0.000000 	 0.000000
16 	 7 	 -2.244898 	 0.000000 	 0.000000
16 	 8 	 -2.285714 	 0.000000 	 0.000000
16 	 9 	 -2.326531 	 0.000000 	 0.000000
16 	 10 	 -2.367347 	 0.000000 	 0.000000
16 	 11 	 -2.408163 	 0.000000 	 0.000000
16 	 12 	 -2.448980 	 0.000000 	 0.000000
16 	 13 	 -2.489796 	 0.000000 	 0.000000
16 	 14 	 -2.530612 	 0.000000 	 0.000000
16 	 15 	 -2.571429 	 0.000000 	 0.000000
16 	 16 	 -2.612245 	 0.000000 	 0.000000
16 	 17 	 -2.653061 	 0.000000 	 0.000000
16 	 18 	 -2.693878 	 0.000000 	 0.000000
16 	 19 	 -2.734694 	 0.000000 	 0.000000
16 	 20 	 -2.775510 	 0.000000 	 0.000000
16 	 21 	 -2.816327 	 0.000000 	 0.000000
16 	 22 	 -2.857143 	 0.000000 	 0.000000
16 	 23 	 -2.897959 	 0.000000 	 0.000000
16 	 24 	 -2.938776 	 0.000000 	 0.000000
16 	 25 	 -2.979592 	 0.000000 	 0.000000
16 	 26 	 -3.020408 	 0.000000 	 0.000000
16 	 27 	 -3.061224 	 0.000000 	 0.000000
16 	 28 	 -3.102041 	 0.000000 	 0.000000
16 	 29 	 -3.142857 	 0.000000 	 0.000000
16 	 30 	 -3.183673 	 0.000000 	 0.000000
16 	 31 	 -3.224490 	 0.000000 	 0.000000
16 	 32 	 -3.265306 	 0.000000 	 0.000000
16 	 33 	 -3.306122 	 0.000000 	 0.000000
16 	 34 	 -3.346939 	 0.000000 	 0.000000
16 	 35 	 -3.387755 	 0.000000 	 0.000000
16 	 36 	 -3.428571 	 0.000000 	 0.000000
16 	 37 	 -3.469388 	 0.000000 	 0.000000
16 	 38 	 -3.510204 	 0.000000 	 0.000000
16 	 39 	 -3.551020 	 0.000000 	 0.000000
16 	 40 	 -3.591837 	 0.000000 	 0.000000
16 	 41 	 -3.632653 	 0.000000 	 0.000000
16 	 42 	 -3.673469 	 0.000000 	 0.000000
16 	 43 	 -3.714286 	 0.000000 	 0.000000
16 	 44 	 -3.755102 	 0.000000 	 0.000000
16 	 45 	 -3.795918 	 0.000000 	 0.000000
16 	 46 	 -3.836735 	 0.000000 	 0.000000
16 	 47 	 -3.877551 	 0.000000 	 0.000000
16 	 48 	 -3.918367 	 0.000000 	 0.000000
16 	 49 	 -3.959184 	 0.000000 	 0.000000
16 	 50 	 -4.000000 	 0.000000 	 0.000000
17 	 1 	 4.000000 	 0.000000 	 0.000000
17 	 2 	 3.938776 	 0.000000 	 0.000000
17 	 3 	 3.877551 	 0.000000 	 0.000000
17 	 4 	 3.816327 	 0.000000 	 0.000000
17 	 5 	 3.755102 	 0.000000 	 0.000000
17 	 6 	 3.693878 	 0.000000 	 0.000000
17 	 7 	 3.632653 	 0.000000 	 0.000000
17 	 8 	 3.571429 	 0.000000 	 0.000000
17 	 9 	 3.510204 	 0.000000 	 0.000000
17 	 10 	 3.448980 	 0.000000 	 0.000000
17 	 11 	 3.387755 	 0.000000 	 0.000000
17 	 12 	 3.326531 	 0.000000 	 0.000000
17 	 13 	 3.265306 	 0.000000 	 0.000000
17 	 14 	 3.204082 	 0.000000 	 0.000000
17 	 15 	 3.142857 	 0.000000 	 0.000000
17 	 16 	 3.081633 	 0.000000 	 0.000000
17 	 17 	 3.020408 	 0.000000 	 0.000000
17 	 18 	 2.959184 	 0.000000 	 0.000000
17 	 19 	 2.897959 	 0.000000 	 0.000000
17 	 20 	 2.836735 	 0.000000 	 0.000000
17 	 21 	 2.775510 	 0.000000 	 0.000000
17 	 22 	 2.714286 	 0.000000 	 0.000000
17 	 23 	 2.653061 	 0.000000 	 0.000000
17 	 24 	 2.591837 	 0.000000 	 0.000000
17 	 25 	 2.530612 	 0.000000 	 0.000000
17 	 26 	 2.469388 	 0.000000 	 0.000000
17 	 27 	 2.408163 	 0.000000 	 0.000000
17 	 28 	 2.346939 	 0.000000 	 0.000000
17 	 29 	 2.285714 	 0.000000 	 0.000000
17 	 30 	 2.224490 	 0.000000 	 0.000000
17 	 31 	 2.163265 	 0.000000 	 0.000000
17 	 32 	 2.102041 	 0.000000 	 0.000000
17 	 33 	 2.040816 	 0.000000 	 0.000000
17 	 34 	 1.979592 	 0.000000 	 0.000000
17 	 35 	 1.918367 	 0.000000 	 0.000000
17 	 36 	 1.857143 	 0.000000 	 0.000000
17 	 37 	 1.795918 	 0.000000 	 0.000000
17 	 38 	 1.734694 	 0.000000 	 0.000000
17 	 39 	 1.673469 	 0.000000 	 0.000000
17 	 40 	 1.612245 	 0.000000 	 0.000000
17 	 41 	 1.551020 	 0.000000 	 0.000000
17 	 42 	 1.489796 	 0.000000 	 0.000000
17 	 43 	 1.428571 	 0.000000 	 0.000000
17 	 44 	 1.367347 	 0.000000 	 0.000000
17 	 45 	 1.306122 	 0.000000 	 0.000000
17 	 46 	 1.244898 	 0.000000 	 0.000000
17 	 47 	 1.183673 	 0.000000 	 0.000000
17 	 48 	 1.122449 	 0.000000 	 0.000000
17 	 49 	 1.061224 	 0.000000 	 0.000000
17 	 50 	 1.000000 	 0.000000 	 0.000000
